"GEO_ID","NAME","B01001B_001E","B01001B_001M","B01001B_002E","B01001B_002M","B01001B_003E","B01001B_003M","B01001B_004E","B01001B_004M","B01001B_005E","B01001B_005M","B01001B_006E","B01001B_006M","B01001B_007E","B01001B_007M","B01001B_008E","B01001B_008M","B01001B_009E","B01001B_009M","B01001B_010E","B01001B_010M","B01001B_011E","B01001B_011M","B01001B_012E","B01001B_012M","B01001B_013E","B01001B_013M","B01001B_014E","B01001B_014M","B01001B_015E","B01001B_015M","B01001B_016E","B01001B_016M","B01001B_017E","B01001B_017M","B01001B_018E","B01001B_018M","B01001B_019E","B01001B_019M","B01001B_020E","B01001B_020M","B01001B_021E","B01001B_021M","B01001B_022E","B01001B_022M","B01001B_023E","B01001B_023M","B01001B_024E","B01001B_024M","B01001B_025E","B01001B_025M","B01001B_026E","B01001B_026M","B01001B_027E","B01001B_027M","B01001B_028E","B01001B_028M","B01001B_029E","B01001B_029M","B01001B_030E","B01001B_030M","B01001B_031E","B01001B_031M"
"310M400US26660","Huntsville, TX Micro Area","17054","1694","9337","1430","430","405","291","277","631","571","258","246","147","169","799","730","149","210","428","328","2544","723","2046","728","1229","457","366","295","19","42","0","228","7717","1945","284","260","341","273","573","276","0","228","373","308","2248","1807","618","472","150","262","920","614","553","432","687","468","830","537","98","169","42","96"
"310M400US31420","Macon-Bibb County, GA Metro Area","96898","3320","44892","1452","3512","362","3483","1026","3343","1056","1895","357","1028","574","4042","618","3305","233","3252","529","4947","345","5036","343","5633","296","3671","363","1597","286","148","186","52006","2307","3291","463","2673","920","3792","1112","2139","461","1243","789","4056","840","4107","428","3252","565","6228","492","6624","476","6885","398","4694","294","2405","431","617","263"
"310M400US46220","Tuscaloosa, AL Metro Area","83712","2914","37390","1782","2492","468","2939","800","2665","796","1580","691","2160","992","3608","1313","3161","482","2419","441","4446","392","3841","438","4368","297","2644","423","740","150","327","333","46322","1966","2920","522","2609","767","2320","734","2297","780","1609","154","4570","567","3705","374","2969","508","6301","571","5615","395","5622","446","3338","445","1545","349","902","291"
"310M400US26820","Idaho Falls, ID Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32100","Marquette, MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35900","North Wilkesboro, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US42680","Sebastian-Vero Beach, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US46100","Tullahoma-Manchester, TN Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48260","Weirton-Steubenville, WV-OH Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US30780","Little Rock-North Little Rock-Conway, AR Metro Area","174272","2887","79563","1693","6627","820","6145","1271","7116","1410","3598","539","2467","343","6580","674","6978","682","5544","595","9613","765","9363","756","8437","383","5243","268","1407","302","445","380","94709","1969","6361","291","6512","1471","7201","1537","3911","686","3305","577","6841","900","7537","693","6856","598","13988","907","11373","734","10895","366","6383","236","2074","375","1472","559"
"310M400US45180","Talladega-Sylacauga, AL Micro Area","31290","1480","14963","1322","841","198","1259","448","980","561","1027","377","275","297","432","474","1519","273","1057","663","2543","890","1729","552","1540","223","1324","404","437","412","0","201","16327","878","848","83","934","465","1189","537","301","243","845","465","999","395","1165","43","740","519","2474","546","2149","260","2119","157","1661","358","691","135","212","156"
"310M400US29460","Lakeland-Winter Haven, FL Metro Area","107044","2696","52929","1204","4362","340","2941","738","6024","848","2503","208","1664","121","3925","367","4215","278","3916","184","6187","236","6108","421","5412","240","3598","102","1804","351","270","243","54115","2076","3824","444","3031","892","4733","1003","2355","270","1639","229","3074","666","4407","134","3411","342","7049","368","6898","373","6642","227","4336","199","1785","372","931","372"
"310M400US29620","Lansing-East Lansing, MI Metro Area","43370","2320","21900","1504","1479","610","1410","540","1995","502","1147","585","1021","229","2845","385","1580","356","1530","708","2596","475","2208","376","2087","204","1522","329","424","265","56","96","21470","1456","1044","410","1142","670","1213","514","1190","492","2371","804","1935","818","1534","755","1369","416","2831","511","1893","295","2213","177","1677","502","735","221","323","190"
"310M400US39460","Punta Gorda, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10540","Albany, OR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","50234","3757","27458","2399","1321","683","2051","808","3630","1585","1143","530","1543","734","2917","925","1367","578","2727","886","2880","899","3382","706","3036","604","1229","320","232","214","0","198","22776","2086","843","433","1943","829","2142","852","1052","638","882","474","1826","674","1600","579","1084","548","3629","892","3723","615","2084","243","978","419","565","336","425","320"
"310M400US12940","Baton Rouge, LA Metro Area","292933","4235","139358","2253","9296","956","10760","1944","10422","1976","7232","812","4773","699","12145","840","12239","1043","9519","1046","18494","1111","16362","1378","15039","848","9147","768","3374","401","556","347","153575","3158","10326","1563","10930","1721","10411","1796","5984","790","4356","443","11389","1471","13448","1179","10482","999","20805","1187","17776","1138","17600","465","12940","501","5851","860","1277","561"
"310M400US20740","Eau Claire, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US23420","Fresno, CA Metro Area","45504","3080","23590","1747","2225","515","2822","781","1611","617","734","413","856","674","1616","675","2027","502","1313","485","3810","500","2017","545","2390","285","1430","270","571","190","168","190","21914","1824","1813","878","1699","677","1243","681","1176","489","352","285","1700","456","1517","532","1676","185","3088","773","2301","623","2727","215","1442","229","922","199","258","176"
"310M400US25540","Hartford-West Hartford-East Hartford, CT Metro Area","139766","4154","68016","2380","3703","937","3482","811","5763","1005","3540","764","2413","285","5978","817","6099","602","5049","847","9455","763","8972","727","7654","621","3918","342","1388","354","602","335","71750","2810","3952","651","4936","1070","4793","1166","3111","474","1850","509","5055","831","5401","379","5277","922","9273","1119","9934","479","8785","690","5790","465","2604","533","989","494"
"310M400US29940","Lawrence, KS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US33340","Milwaukee-Waukesha-West Allis, WI Metro Area","258372","4067","118463","2311","11612","888","11108","1557","12356","1373","6435","550","3899","510","8791","895","10218","422","7404","634","12328","546","12986","661","11825","327","6364","252","2363","324","774","318","139909","2306","10628","634","9401","1171","12465","1336","6061","663","3774","300","10972","498","12688","421","10041","580","18217","600","16029","623","14979","539","9138","385","3872","604","1644","631"
"310M400US37020","Owosso, MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43740","Somerset, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24940","Greenwood, SC Micro Area","30898","1586","13645","883","381","376","892","552","1205","606","862","484","655","695","1090","865","302","306","550","558","2112","867","2041","727","1725","357","746","532","940","490","144","215","17253","1200","1607","400","908","775","856","502","718","448","604","539","1502","624","1506","627","382","317","2772","687","2020","590","2049","322","1498","379","711","252","120","145"
"310M400US38220","Pine Bluff, AR Metro Area","44582","994","21641","821","1435","201","1472","564","1353","564","544","477","637","465","2201","490","2090","349","958","473","3674","553","2322","543","2651","131","1636","165","519","150","149","150","22941","877","1351","201","1821","352","1411","706","1170","482","803","430","1660","431","1448","201","1661","258","2439","115","2687","193","3076","128","2067","122","997","193","350","228"
"310M400US25620","Hattiesburg, MS Metro Area","43553","1733","20194","1760","1415","593","1361","767","1862","999","2257","918","1246","805","1704","783","1273","808","2126","1021","2547","1037","1313","786","1370","710","1441","620","279","179","0","218","23359","1559","2124","639","1007","434","1406","647","641","99","797","652","4267","1130","1146","649","1379","347","3424","900","2328","859","2512","681","1394","265","436","265","498","414"
"310M400US10420","Akron, OH Metro Area","84683","3302","38983","2094","2988","516","3596","1089","2376","705","1573","465","1462","400","3673","621","3707","461","2132","319","3979","488","4745","284","4302","303","2962","201","1395","99","93","99","45700","1780","2970","561","3531","975","2394","713","1675","333","1679","242","3027","561","3958","344","2874","225","5205","619","5576","397","5538","408","4682","538","1610","430","981","413"
"310M400US14020","Bloomington, IN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16060","Carbondale-Marion, IL Metro Area","10712","1181","5191","656","277","257","541","308","316","224","34","61","586","622","612","525","837","946","335","306","202","121","744","510","385","222","241","268","81","106","0","190","5521","1009","156","138","387","235","413","243","227","222","150","166","1023","529","559","462","617","603","455","259","639","397","269","209","400","208","226","185","0","190"
"310M400US26420","Houston-The Woodlands-Sugar Land, TX Metro Area","1219918","11345","578368","6661","45389","1898","39752","4055","51459","4196","28065","1510","18796","1449","42661","1596","48208","2685","43202","2139","81110","2576","70500","1806","61714","798","33920","1287","11397","940","2195","667","641550","5898","44512","1515","42698","3859","45645","4055","25096","1161","16619","1437","45994","1500","52446","1615","48228","1802","94820","2233","82207","1756","73289","1022","45142","787","19150","1161","5704","1068"
"310M400US31700","Manchester-Nashua, NH Metro Area","13824","2018","7451","1239","488","336","260","195","904","357","215","266","0","192","938","642","302","336","823","495","1226","812","1222","507","452","304","474","223","0","192","147","234","6373","1244","443","295","674","342","506","417","409","284","360","323","594","417","596","384","342","268","814","434","759","389","754","386","0","192","0","192","122","195"
"310M400US35420","New Philadelphia-Dover, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36020","Oak Harbor, WA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40740","Roswell, NM Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41500","Salinas, CA Metro Area","11753","1233","7284","910","213","160","366","299","405","279","0","211","47","79","550","291","476","256","606","514","1340","452","1329","418","1179","387","244","259","303","376","226","242","4469","597","475","378","294","191","497","170","56","94","372","502","308","321","160","211","546","527","271","464","218","223","442","281","379","246","451","402","0","211"
"310M400US42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44940","Sumter, SC Metro Area","52663","2299","24121","2101","2623","648","1482","720","1643","726","1121","85","792","523","1737","708","2181","110","1329","498","2661","161","2362","375","3050","188","2094","214","793","235","253","205","28542","807","1058","665","1826","633","2433","640","1192","214","734","499","2073","511","2275","214","1835","104","3395","214","3423","100","3588","273","2776","61","1479","294","455","261"
"310M400US49740","Yuma, AZ Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36860","Ottawa-Peru, IL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area","13905","1611","8403","1221","1237","737","214","178","1033","641","322","340","1004","417","470","330","449","354","1244","554","1336","424","322","281","558","269","130","121","0","198","84","132","5502","698","0","198","671","547","379","343","42","78","115","152","992","566","313","435","1232","695","666","596","683","542","201","182","96","127","28","61","84","132"
"310M400US36260","Ogden-Clearfield, UT Metro Area","8969","1127","5612","808","651","489","556","351","389","379","138","180","238","247","441","355","338","267","296","261","1077","592","718","398","329","305","335","293","66","100","40","70","3357","732","231","304","27","53","435","369","275","292","0","193","608","298","231","344","95","120","367","282","343","228","223","145","336","317","107","109","79","110"
"310M400US41980","San Juan-Carolina-Caguas, PR Metro Area","309100","14781","151046","8464","5714","1245","6792","1589","7849","1531","6068","1308","4145","1120","11938","1882","10826","2198","8261","1719","20417","2437","21891","2187","20316","1984","15908","1868","8594","1348","2327","850","158054","8304","5290","1485","6951","1635","7119","1535","5340","950","4994","1261","11446","2069","10128","2019","7765","1376","19310","2119","25804","2002","21812","2178","16658","1971","11553","1442","3884","1201"
"310M400US47380","Waco, TX Metro Area","40010","1623","18454","1229","1392","284","1334","633","1430","599","818","429","542","359","2391","940","1901","772","1127","488","2268","774","1322","640","1914","67","1358","366","634","359","23","41","21556","962","1404","228","1756","539","1323","572","989","469","488","290","2304","295","1624","163","1167","144","3234","336","1921","344","2388","284","1682","250","799","248","477","351"
"310M400US11700","Asheville, NC Metro Area","21235","1518","9726","1165","271","332","410","392","193","189","676","404","832","634","450","329","664","380","691","595","1415","790","1358","839","1610","507","870","207","211","166","75","118","11509","1142","752","431","1015","690","975","707","313","250","110","146","736","380","790","448","74","121","1525","783","1934","861","1451","389","1154","325","447","266","233","213"
"310M400US22180","Fayetteville, NC Metro Area","142330","2297","66544","1427","4614","686","4157","818","5760","887","3078","278","2342","338","5626","492","6026","429","4389","254","8916","395","7506","435","7751","492","4288","181","1825","252","266","228","75786","1652","5366","544","5155","886","4102","782","3085","358","1910","302","5383","322","6949","491","5069","353","9876","391","9487","235","9654","180","6032","239","2766","370","952","348"
"310M400US23580","Gainesville, GA Metro Area","13415","2162","6564","1249","169","198","443","347","286","474","623","452","111","197","483","513","788","500","313","322","520","409","1467","509","559","271","432","283","370","253","0","226","6851","1461","311","448","500","476","323","408","336","378","618","461","262","243","984","888","529","528","628","601","459","405","1204","416","620","375","77","141","0","226"
"310M400US25060","Gulfport-Biloxi-Pascagoula, MS Metro Area","85475","3005","40728","1841","2426","702","4454","1244","3717","1170","1710","286","1347","919","4597","1094","2670","411","1599","763","5424","1113","4299","260","4478","218","2657","446","1237","438","113","105","44747","1922","2246","663","3086","934","3016","1196","2060","481","507","416","2888","682","4597","755","3406","798","6878","1100","5852","538","5104","403","3727","360","1329","270","51","63"
"310M400US34060","Morgantown, WV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34780","Muskogee, OK Micro Area","7212","577","3795","566","148","156","318","165","362","323","270","320","417","216","225","174","104","179","152","110","258","180","654","193","421","127","218","129","146","122","102","92","3417","383","129","163","177","182","110","180","259","266","32","58","113","134","427","176","136","128","195","181","704","214","506","161","194","129","398","136","37","62"
"310M400US41660","San Angelo, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US21060","Elizabethtown-Fort Knox, KY Metro Area","14557","1796","8297","1268","580","457","494","274","361","288","432","340","392","440","298","293","650","407","909","386","1102","556","1209","528","933","441","534","306","348","258","55","96","6260","886","215","187","272","213","443","282","155","223","82","136","367","394","212","201","968","453","1040","639","753","497","883","392","411","277","317","263","142","217"
"310M400US32940","Meridian, MS Micro Area","47591","2834","22779","2156","2431","1126","1975","771","2161","672","304","289","952","534","1660","756","1265","621","1149","938","3188","1104","2187","907","2453","389","2174","570","568","360","312","183","24812","1760","1355","677","1842","892","3296","897","524","319","522","423","1482","903","2210","847","2182","1085","2500","1022","2567","904","3095","460","1726","330","1116","388","395","222"
"310M400US35100","New Bern, NC Metro Area","27434","1624","13726","1243","990","637","965","504","1188","561","353","271","429","412","859","511","1569","576","173","238","1668","720","1755","713","1664","319","860","446","966","359","287","326","13708","933","249","375","1734","732","617","640","453","389","69","127","407","278","1493","381","245","342","951","582","2389","741","2446","416","1295","460","992","477","368","303"
"310M400US16300","Cedar Rapids, IA Metro Area","14696","1994","8301","1387","787","476","593","359","1072","758","505","364","594","546","452","373","859","576","1112","555","461","333","958","596","595","220","304","213","9","16","0","163","6395","952","800","485","987","519","654","365","150","173","92","100","412","307","774","437","563","67","708","305","524","409","372","207","259","231","59","91","41","71"
"310M400US20700","East Stroudsburg, PA Metro Area","26984","2726","13754","1182","342","349","1545","852","1004","686","722","508","495","454","1359","596","815","553","610","565","2087","700","1526","690","2047","265","900","309","102","144","200","295","13230","1891","365","420","892","390","1089","499","902","525","798","489","949","435","439","433","903","374","1288","454","2070","560","1756","177","921","751","665","512","193","317"
"310M400US22580","Forest City, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26860","Indiana, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43780","South Bend-Mishawaka, IN-MI Metro Area","39456","1978","18702","1317","1790","353","1485","757","2337","746","1165","385","657","326","1272","465","1468","290","1255","278","2164","202","1848","197","1834","315","988","248","378","250","61","77","20754","1061","1216","600","905","473","2780","509","1381","211","882","470","1338","674","1492","735","1403","58","2796","228","2046","183","2314","108","1339","125","654","150","208","139"
"310M400US49340","Worcester, MA-CT Metro Area","46758","3473","23136","1917","1420","694","1395","724","1878","627","856","383","1095","499","2187","682","2323","499","2014","297","3163","659","3224","323","2333","515","1178","485","70","94","0","198","23622","2036","1516","625","2195","645","1767","629","1101","255","1211","550","1762","601","1942","225","2004","294","2996","649","3044","349","2941","574","859","564","284","282","0","198"
"310M400US38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","72039","3803","38981","2254","2583","765","2993","948","2058","688","2455","643","1192","561","2297","702","3959","1027","2815","855","5692","719","5704","970","4034","525","2318","502","794","252","87","102","33058","2476","1247","731","2929","846","2293","1074","1434","796","228","213","2637","939","3822","798","2868","653","4789","738","3849","621","3641","660","1964","283","1127","202","230","205"
"310M400US13380","Bellingham, WA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US15940","Canton-Massillon, OH Metro Area","27718","2436","13110","1496","1161","374","1177","729","1072","756","734","306","555","328","809","535","392","272","566","468","1605","537","1717","195","1695","195","1249","292","378","292","0","195","14608","1364","859","336","1163","510","1428","570","590","334","677","408","639","374","1208","269","783","299","2176","394","1015","271","1926","195","1350","195","257","175","537","199"
"310M400US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","72111","2714","35067","1882","2125","740","2622","921","2241","940","1882","543","592","425","3516","696","3442","717","3045","659","3747","363","3799","579","2944","161","2764","603","2012","743","336","315","37044","1398","3552","640","2226","700","1963","659","598","495","2185","859","2522","1229","3305","720","2755","365","3943","611","3915","526","4482","555","3224","593","1390","398","984","380"
"310M400US32900","Merced, CA Metro Area","9118","1242","4852","998","337","390","113","195","281","368","365","451","642","625","379","337","340","312","134","140","709","479","468","409","392","211","286","191","354","181","52","81","4266","712","106","186","190","170","553","446","114","194","73","113","752","502","74","93","356","242","642","225","219","214","650","264","378","319","77","93","82","114"
"310M400US28140","Kansas City, MO-KS Metro Area","262368","5525","126754","3342","9784","1215","10644","1499","10648","1392","5522","546","3913","678","9416","1038","10278","814","8687","813","15736","1341","15233","784","14579","608","8407","691","3252","663","655","419","135614","3452","8509","825","10550","1579","7816","1594","5544","841","2659","712","10035","1095","10374","740","10333","1060","17400","1035","17548","955","17198","906","10599","491","4534","649","2515","529"
"310M400US40060","Richmond, VA Metro Area","385132","6088","177776","4133","10653","1112","11368","2216","13264","2102","7916","851","5492","1007","13590","1257","14311","1080","12793","908","23308","1530","22258","1242","22550","816","13136","760","5394","704","1743","581","207356","3847","10709","974","13809","1805","10761","1548","7102","645","5933","880","13831","1415","16999","999","13757","788","26749","1038","27471","1247","29337","1050","17820","1100","9065","1023","4013","868"
"310M400US11640","Arecibo, PR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US11780","Ashtabula, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US19460","Decatur, AL Metro Area","21102","1284","10604","974","1092","511","579","311","693","447","614","146","120","171","1270","318","238","260","456","340","1316","591","1800","716","1803","486","387","364","148","205","88","150","10498","736","485","352","423","266","844","242","139","110","603","457","611","493","650","408","646","377","1986","655","981","554","1568","218","1086","444","469","379","7","18"
"310M400US27500","Janesville-Beloit, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25020","Guayama, PR Metro Area","22397","3497","11496","2141","183","223","741","566","1213","570","235","270","256","315","645","459","938","505","385","266","1140","556","1802","730","1594","611","1487","610","525","349","352","431","10901","2083","288","270","505","454","542","420","305","302","297","326","1061","551","662","637","441","367","1518","824","1428","581","1553","638","1232","548","703","427","366","345"
"310M400US44060","Spokane-Spokane Valley, WA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US30860","Logan, UT-ID Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US15540","Burlington-South Burlington, VT Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US19180","Danville, IL Metro Area","10903","733","5661","579","626","464","388","310","501","346","80","87","84","149","638","246","389","276","621","420","797","243","672","247","231","191","103","121","290","235","241","279","5242","674","591","422","291","277","423","276","305","223","231","249","575","271","267","220","335","246","442","255","699","305","355","195","434","247","106","115","188","186"
"310M400US20500","Durham-Chapel Hill, NC Metro Area","149073","3493","68820","2529","3678","607","3995","1086","5285","1507","2454","473","2439","702","6387","1027","6340","835","4645","910","8563","737","8906","548","8602","475","5139","677","1801","344","586","311","80253","1900","3987","735","3620","1016","4201","1156","3026","649","2946","939","6665","1197","6025","753","4954","212","9781","798","11749","1129","11089","229","7518","550","3226","769","1466","609"
"310M400US27060","Ithaca, NY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27900","Joplin, MO Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29100","La Crosse-Onalaska, WI-MN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29820","Las Vegas-Henderson-Paradise, NV Metro Area","264357","6557","128728","3674","9848","1166","9093","1553","9969","1727","5386","653","3500","561","9073","872","11188","1194","9733","740","17854","817","16272","393","13957","355","8241","221","4068","416","546","354","135629","3891","10920","1491","9891","1531","7305","1589","5159","719","2828","546","9723","541","13327","846","9900","843","18871","1111","16433","723","14798","454","9977","427","4982","636","1515","687"
