"GEO_ID","NAME","B01001G_001E","B01001G_001M","B01001G_002E","B01001G_002M","B01001G_003E","B01001G_003M","B01001G_004E","B01001G_004M","B01001G_005E","B01001G_005M","B01001G_006E","B01001G_006M","B01001G_007E","B01001G_007M","B01001G_008E","B01001G_008M","B01001G_009E","B01001G_009M","B01001G_010E","B01001G_010M","B01001G_011E","B01001G_011M","B01001G_012E","B01001G_012M","B01001G_013E","B01001G_013M","B01001G_014E","B01001G_014M","B01001G_015E","B01001G_015M","B01001G_016E","B01001G_016M","B01001G_017E","B01001G_017M","B01001G_018E","B01001G_018M","B01001G_019E","B01001G_019M","B01001G_020E","B01001G_020M","B01001G_021E","B01001G_021M","B01001G_022E","B01001G_022M","B01001G_023E","B01001G_023M","B01001G_024E","B01001G_024M","B01001G_025E","B01001G_025M","B01001G_026E","B01001G_026M","B01001G_027E","B01001G_027M","B01001G_028E","B01001G_028M","B01001G_029E","B01001G_029M","B01001G_030E","B01001G_030M","B01001G_031E","B01001G_031M"
"310M400US22100","Farmington, MO Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26980","Iowa City, IA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US30460","Lexington-Fayette, KY Metro Area","20230","3084","9968","2251","1953","869","1729","695","2081","835","681","554","181","153","853","584","819","492","116","165","898","580","127","124","118","131","35","58","377","602","0","197","10262","1618","1742","690","1834","735","1297","727","579","373","84","141","1283","713","486","406","704","451","1256","717","285","284","418","380","261","259","33","61","0","197"
"310M400US30940","London, KY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36100","Ocala, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","52802","5534","27688","3984","5685","1323","4091","1417","3563","1296","2374","856","1133","519","2050","1104","2141","760","942","566","2251","840","1246","576","1176","504","813","543","65","105","158","176","25114","3280","4500","1258","2718","954","3606","1278","1586","665","740","415","1411","693","2856","1073","1377","652","1982","766","2733","1004","1052","532","365","217","89","109","99","164"
"310M400US11180","Ames, IA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US14140","Bluefield, WV-VA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16940","Cheyenne, WY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US23460","Gadsden, AL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26020","Hobbs, NM Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26740","Hutchinson, KS Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US39740","Reading, PA Metro Area","13214","2568","6837","1440","374","339","549","296","1188","602","330","285","566","362","1076","487","162","166","616","549","615","393","845","486","318","334","139","160","59","98","0","177","6377","1655","681","500","525","333","617","399","833","507","741","483","596","374","206","190","45","75","854","419","433","299","359","317","272","225","215","220","0","177"
"310M400US43220","Shelton, WA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US46540","Utica-Rome, NY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48060","Watertown-Fort Drum, NY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26660","Huntsville, TX Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US31420","Macon-Bibb County, GA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US46220","Tuscaloosa, AL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26820","Idaho Falls, ID Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32100","Marquette, MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35900","North Wilkesboro, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US42680","Sebastian-Vero Beach, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US46100","Tullahoma-Manchester, TN Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48260","Weirton-Steubenville, WV-OH Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US30780","Little Rock-North Little Rock-Conway, AR Metro Area","18264","3404","9459","2102","1672","911","1387","854","1126","822","1109","566","321","204","827","490","432","285","446","454","642","429","761","431","736","439","0","201","0","201","0","201","8805","2001","1041","446","1622","1045","1199","652","790","488","564","638","953","792","573","452","229","210","557","460","555","371","482","385","205","228","35","58","0","201"
"310M400US45180","Talladega-Sylacauga, AL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29460","Lakeland-Winter Haven, FL Metro Area","17605","3341","8224","1751","1043","770","1119","451","1275","479","584","343","67","121","896","628","645","345","179","264","915","566","540","327","634","363","265","253","62","75","0","229","9381","2652","975","564","1548","682","1055","425","315","281","361","412","1619","948","464","353","780","490","992","605","394","282","373","310","497","315","8","17","0","229"
"310M400US29620","Lansing-East Lansing, MI Metro Area","20654","2475","9606","1466","1576","676","1624","729","1501","587","456","280","889","521","414","311","602","336","943","550","627","341","306","240","270","229","363","235","35","57","0","172","11048","1689","1876","555","1924","705","1206","532","971","552","434","359","826","481","914","627","447","365","869","502","817","441","386","300","209","191","126","156","43","74"
"310M400US39460","Punta Gorda, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10540","Albany, OR Metro Area","7180","1558","3259","1035","120","187","384","375","240","338","213","207","0","207","58","98","307","230","187","173","454","450","684","386","98","95","203","226","311","238","0","207","3921","811","438","348","266","246","547","363","188","140","300","304","537","376","476","298","106","116","494","313","238","149","221","254","103","84","7","16","0","207"
"310M400US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","29397","4345","12819","2260","1735","645","1987","943","1734","659","382","269","667","350","1185","642","451","368","866","572","1780","1026","963","495","709","455","90","109","270","299","0","198","16578","3194","2557","986","1409","529","2768","1049","740","524","252","194","2474","868","1078","616","1569","792","1493","674","1297","486","556","327","300","332","85","98","0","198"
"310M400US12940","Baton Rouge, LA Metro Area","21045","4112","10885","2519","2336","1559","1838","1216","2555","1216","313","316","233","205","354","375","722","477","350","253","1436","599","39","66","398","370","210","309","101","151","0","217","10160","2397","1808","871","1568","873","936","681","280","240","35","60","1825","1341","318","253","482","479","1205","842","934","564","405","345","248","293","116","191","0","217"
"310M400US20740","Eau Claire, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US23420","Fresno, CA Metro Area","45606","4879","21378","2587","2784","1007","2669","806","2821","828","1215","444","688","385","1720","751","1686","768","1082","575","1792","655","2330","727","1494","698","800","346","256","198","41","70","24228","3272","4068","1344","2977","987","3410","1030","2166","712","988","482","1236","645","2116","810","1371","500","2007","744","731","289","1661","610","1029","566","395","297","73","98"
"310M400US25540","Hartford-West Hartford-East Hartford, CT Metro Area","40377","5265","19154","2455","3510","912","1825","670","2588","950","1266","634","1133","623","1491","741","1029","553","1281","735","1866","774","1393","546","873","365","691","463","208","188","0","207","21223","3553","2218","753","2811","877","2947","805","1588","636","1091","589","2025","792","1050","617","1358","708","2778","1108","1385","555","1128","535","563","360","219","193","62","82"
"310M400US29940","Lawrence, KS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US33340","Milwaukee-Waukesha-West Allis, WI Metro Area","47349","4400","24464","2662","3523","817","2865","734","2725","796","1766","624","1469","630","2919","935","2187","957","1664","754","1832","511","1831","615","1101","354","388","230","56","79","138","228","22885","2702","3046","862","3588","1063","2796","855","1950","676","609","351","1745","561","1306","480","1697","699","1990","690","1712","653","1876","746","453","291","43","62","74","75"
"310M400US37020","Owosso, MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43740","Somerset, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24940","Greenwood, SC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US38220","Pine Bluff, AR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25620","Hattiesburg, MS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10420","Akron, OH Metro Area","19973","3574","10667","2345","2057","1145","1452","808","1121","628","1129","658","386","363","947","482","467","375","366","274","1028","646","497","539","864","613","305","326","48","76","0","195","9306","1780","1085","530","1633","788","1256","579","595","394","868","312","832","537","345","298","404","270","1085","719","477","262","556","364","134","153","36","67","0","195"
"310M400US14020","Bloomington, IN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16060","Carbondale-Marion, IL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26420","Houston-The Woodlands-Sugar Land, TX Metro Area","168230","11840","82666","6392","10571","2726","9394","1825","10247","2280","5599","1774","2861","1160","6003","1538","7553","1538","6385","1736","7399","1554","7523","1695","4937","1075","2510","799","1546","770","138","178","85564","7546","10941","2083","11064","2417","10586","1838","4432","1247","2833","1568","3797","1121","5637","1623","5161","1347","10440","2331","7243","1629","6762","1488","4153","1217","1897","773","618","610"
"310M400US31700","Manchester-Nashua, NH Metro Area","11403","2042","4975","1328","717","440","932","549","657","339","334","251","292","335","271","321","161","179","158","222","527","306","464","365","405","350","57","95","0","192","0","192","6428","1552","847","498","1282","629","1058","518","432","227","146","177","639","318","113","122","313","224","467","564","193","219","719","459","24","39","126","157","69","110"
"310M400US35420","New Philadelphia-Dover, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36020","Oak Harbor, WA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40740","Roswell, NM Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41500","Salinas, CA Metro Area","16133","2651","7834","1643","867","447","724","492","605","321","222","167","528","324","995","499","389","253","533","278","1285","708","404","318","735","335","507","345","0","211","40","68","8299","1623","1280","592","758","420","1151","528","548","410","607","370","669","305","489","325","374","287","553","325","864","414","425","230","432","262","48","85","101","143"
"310M400US42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","11673","2104","6556","1410","848","466","583","351","254","220","467","469","260","207","1451","824","756","488","312","265","485","355","432","358","238","159","208","197","63","105","199","246","5117","1256","824","514","494","416","310","294","377","335","222","307","637","409","154","201","287","226","392","342","340","280","374","278","706","572","0","211","0","211"
"310M400US44940","Sumter, SC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US49740","Yuma, AZ Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36860","Ottawa-Peru, IL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area","16175","2808","7937","1658","1190","571","1205","587","692","365","1108","632","357","299","637","374","607","467","696","495","626","415","279","267","451","431","0","198","0","198","89","138","8238","1683","1620","583","1159","534","898","494","536","369","87","151","689","455","920","654","452","335","706","411","489","271","169","197","318","286","77","116","118","152"
"310M400US36260","Ogden-Clearfield, UT Metro Area","22378","2465","10816","1650","1632","632","1415","578","1327","451","796","273","424","335","1202","553","435","337","748","526","1268","704","902","570","263","175","303","247","61","104","40","65","11562","1532","1016","473","1663","555","1926","561","1452","415","754","403","342","255","950","542","692","352","1005","473","692","413","767","524","303","313","0","193","0","193"
"310M400US41980","San Juan-Carolina-Caguas, PR Metro Area","116406","8392","57392","4218","2939","897","3460","752","4043","1118","3090","1010","2574","933","3152","1184","3187","1089","4079","1188","8450","1644","6622","1486","6095","1061","5770","1003","2718","788","1213","625","59014","5455","1608","725","4085","1360","3042","704","1754","826","1193","455","2404","1034","3977","1070","4716","1455","9084","1515","5889","1421","8054","1510","7194","1350","4415","967","1599","624"
"310M400US47380","Waco, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US11700","Asheville, NC Metro Area","9288","2152","5344","1483","566","440","750","667","437","310","411","416","174","219","731","490","177","249","350","298","317","292","578","395","309","247","443","421","101","141","0","210","3944","1139","299","231","316","215","578","411","456","328","104","133","259","273","131","178","203","205","326","230","516","370","576","452","134","177","46","79","0","210"
"310M400US22180","Fayetteville, NC Metro Area","22880","3208","12282","1992","2271","793","1368","573","1753","584","674","399","476","307","1589","592","1607","657","476","319","671","384","658","428","423","402","211","141","44","75","61","98","10598","1982","1606","624","1974","770","901","512","937","458","255","241","829","338","891","366","791","432","1292","473","662","331","335","225","48","85","0","210","77","99"
"310M400US23580","Gainesville, GA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25060","Gulfport-Biloxi-Pascagoula, MS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34060","Morgantown, WV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34780","Muskogee, OK Micro Area","6931","1145","3235","710","400","160","331","156","609","361","212","172","99","120","51","67","232","192","215","148","247","168","129","132","436","193","122","98","152","130","0","161","3696","736","483","295","480","229","577","327","142","159","82","133","299","296","255","159","363","184","185","170","301","182","236","141","249","116","11","23","33","65"
"310M400US41660","San Angelo, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US21060","Elizabethtown-Fort Knox, KY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32940","Meridian, MS Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35100","New Bern, NC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16300","Cedar Rapids, IA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US20700","East Stroudsburg, PA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US22580","Forest City, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26860","Indiana, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43780","South Bend-Mishawaka, IN-MI Metro Area","11257","2213","5698","1326","551","357","1052","456","560","299","297","313","199","173","738","429","473","280","479","457","356","318","228","189","494","398","271","263","0","198","0","198","5559","1401","1424","681","760","516","710","461","0","198","196","186","683","590","317","298","230","250","311","163","339","270","103","124","157","122","101","112","228","295"
"310M400US49340","Worcester, MA-CT Metro Area","31745","4341","16523","2621","2098","940","1469","671","2516","895","1073","549","1017","653","1529","704","1182","678","813","550","2343","1006","1548","632","645","348","201","206","89","130","0","198","15222","2540","2820","940","2154","682","1623","697","1136","667","1091","436","1737","647","528","291","824","422","1236","620","949","366","502","318","389","324","62","83","171","202"
"310M400US38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","125168","6496","62701","4067","8042","1303","7431","1589","8107","1268","4647","980","1663","648","5563","1275","6875","1317","4483","1050","5875","1112","3883","840","4515","822","1134","557","468","360","15","26","62467","4442","8485","1076","6828","1651","5149","1080","3445","876","3115","1049","4975","1195","5064","1331","4753","1135","7227","1299","6132","1306","4340","1023","2218","706","459","489","277","273"
"310M400US13380","Bellingham, WA Metro Area","10456","2122","5277","1289","462","273","742","293","751","430","252","262","176","192","638","514","138","177","407","363","945","516","365","317","131","124","254","246","16","30","0","204","5179","1451","350","229","949","615","528","367","321","380","681","593","604","513","73","126","183","236","295","304","238","214","451","434","421","217","85","101","0","204"
"310M400US15940","Canton-Massillon, OH Metro Area","11677","2428","6314","1539","654","396","1269","948","544","272","371","306","250","342","1339","740","786","616","292","285","387","290","226","216","196","237","0","195","0","195","0","195","5363","1498","1274","671","712","437","318","248","388","334","540","254","184","233","513","468","340","329","605","437","257","259","91","126","38","73","103","106","0","195"
"310M400US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","11105","2432","6077","1588","788","671","946","738","972","594","321","319","396","526","690","485","197","272","261","344","367","435","153","176","346","248","428","341","212","227","0","229","5028","1375","567","621","955","608","574","498","169","208","210","249","230","208","403","484","184","255","263","245","293","254","392","379","461","352","327","279","0","229"
"310M400US32900","Merced, CA Metro Area","10788","2301","5294","1238","710","563","682","440","302","197","408","319","102","144","414","309","308","247","505","423","720","424","621","448","317","214","0","211","153","166","52","92","5494","1574","424","438","774","671","973","549","345","259","387","332","130","156","324","250","344","305","679","375","650","444","265","208","11","18","109","139","79","109"
"310M400US28140","Kansas City, MO-KS Metro Area","77418","6794","38625","3812","5236","1321","6080","1293","5117","1393","3219","938","1427","607","2531","840","2112","774","2580","894","5007","1424","2243","749","2110","583","629","286","334","294","0","198","38793","4050","4925","1163","5962","1363","5959","1245","2926","862","1706","787","2569","993","2228","753","1755","682","4813","1106","2109","713","2570","874","875","454","396","285","0","198"
"310M400US40060","Richmond, VA Metro Area","42375","4595","20439","3095","4124","1231","2988","1308","3323","1182","859","404","1019","624","1301","673","1578","922","847","388","1484","625","1750","712","681","443","401","311","84","117","0","206","21936","2927","2189","627","4034","1233","2263","706","1680","682","1444","735","2358","991","1256","466","1167","502","1343","504","1604","840","1004","617","823","588","371","337","400","274"
"310M400US11640","Arecibo, PR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US11780","Ashtabula, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
