"GEO_ID","NAME","B01001F_001E","B01001F_001M","B01001F_002E","B01001F_002M","B01001F_003E","B01001F_003M","B01001F_004E","B01001F_004M","B01001F_005E","B01001F_005M","B01001F_006E","B01001F_006M","B01001F_007E","B01001F_007M","B01001F_008E","B01001F_008M","B01001F_009E","B01001F_009M","B01001F_010E","B01001F_010M","B01001F_011E","B01001F_011M","B01001F_012E","B01001F_012M","B01001F_013E","B01001F_013M","B01001F_014E","B01001F_014M","B01001F_015E","B01001F_015M","B01001F_016E","B01001F_016M","B01001F_017E","B01001F_017M","B01001F_018E","B01001F_018M","B01001F_019E","B01001F_019M","B01001F_020E","B01001F_020M","B01001F_021E","B01001F_021M","B01001F_022E","B01001F_022M","B01001F_023E","B01001F_023M","B01001F_024E","B01001F_024M","B01001F_025E","B01001F_025M","B01001F_026E","B01001F_026M","B01001F_027E","B01001F_027M","B01001F_028E","B01001F_028M","B01001F_029E","B01001F_029M","B01001F_030E","B01001F_030M","B01001F_031E","B01001F_031M"
"310M400US23420","Fresno, CA Metro Area","139153","11013","72478","6172","4765","1410","6027","1648","6374","1577","4150","1081","2506","793","6089","1227","6393","1506","5843","1239","11717","2062","7217","1441","6493","960","3091","773","1381","685","432","366","66675","6159","4110","1342","6205","1445","6413","1547","2631","940","1856","632","6540","1394","5020","1158","4972","1327","9843","1573","8471","1656","5576","949","3219","888","1057","556","762","464"
"310M400US25540","Hartford-West Hartford-East Hartford, CT Metro Area","52443","5426","26269","3153","1829","688","2798","829","1743","696","758","489","982","563","1891","803","3001","959","1873","917","3979","977","3447","957","2062","659","1029","532","460","285","417","387","26174","3223","2132","954","1036","540","1887","709","997","527","607","356","1373","714","1596","555","1745","723","3574","919","4810","981","3490","793","1834","607","1072","531","21","33"
"310M400US29940","Lawrence, KS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US33340","Milwaukee-Waukesha-West Allis, WI Metro Area","69832","6486","35020","3727","2715","796","2964","846","2993","720","2475","575","1625","383","2470","662","2572","703","3396","875","5656","1085","3635","838","3095","552","1015","411","392","428","17","37","34812","3561","2758","821","4183","1096","2899","955","2240","544","1231","406","2674","687","3137","680","2406","515","5815","998","4114","796","1726","502","791","300","575","425","263","276"
"310M400US37020","Owosso, MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43740","Somerset, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24940","Greenwood, SC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US38220","Pine Bluff, AR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25620","Hattiesburg, MS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10420","Akron, OH Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US14020","Bloomington, IN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16060","Carbondale-Marion, IL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26420","Houston-The Woodlands-Sugar Land, TX Metro Area","559055","22938","293559","12268","22385","3332","23860","3761","29431","3302","15392","2397","8152","1756","21823","2805","24863","3656","24603","3727","50571","4540","36576","3714","22135","2868","9685","1633","3514","1127","569","392","265496","13905","22778","3434","20874","2672","22746","3300","15728","2133","7678","1823","21528","3111","23636","3230","21060","2681","38816","3251","33662","3258","22215","2615","9218","2183","4266","1168","1291","504"
"310M400US31700","Manchester-Nashua, NH Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35420","New Philadelphia-Dover, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36020","Oak Harbor, WA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40740","Roswell, NM Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41500","Salinas, CA Metro Area","167885","9330","87411","5609","7708","1193","8220","1319","8476","1637","4580","712","2931","524","7218","943","7217","914","7257","859","13835","1225","9864","1137","5697","916","2838","593","1230","414","340","274","80474","4740","7275","1134","7636","1357","8065","1438","4294","733","2263","666","7271","678","6839","714","6193","840","11492","1203","8569","1065","6027","731","3004","646","1188","521","358","293"
"310M400US42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","6756","1982","3320","984","322","359","279","239","182","147","184","205","237","259","444","350","258","231","259","172","340","211","316","265","465","265","34","55","0","211","0","211","3436","1433","240","228","94","125","488","396","287","328","310","265","494","446","0","211","112","114","369","275","426","315","358","250","186","228","0","211","72","125"
"310M400US44940","Sumter, SC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US49740","Yuma, AZ Metro Area","8750","2152","4834","1168","218","224","94","115","388","338","185","192","181","185","1385","531","403","330","545","327","432","379","440","268","154","168","168","187","241","246","0","211","3916","1234","444","329","214","177","175","165","82","94","204","214","321","259","343","261","276","200","338","261","389","241","616","308","65","74","347","310","102","133"
"310M400US36860","Ottawa-Peru, IL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area","30035","4098","14242","2345","446","413","1206","578","1755","619","705","466","303","206","1753","721","1039","513","874","451","2660","729","2110","864","1150","386","86","109","0","198","155","178","15793","2171","1623","561","1823","755","1483","603","1029","466","566","363","1767","517","1361","583","778","413","2636","563","1494","588","846","380","193","229","128","213","66","111"
"310M400US36260","Ogden-Clearfield, UT Metro Area","13485","3326","6843","1892","291","287","529","509","1014","639","115","154","300","367","511","365","327","326","159","185","1885","897","724","369","726","312","262","267","0","193","0","193","6642","2034","238","242","235","280","690","349","0","193","157","238","1126","751","477","417","594","520","605","327","1069","532","796","404","468","494","69","103","118","200"
"310M400US41980","San Juan-Carolina-Caguas, PR Metro Area","268696","13747","128474","6865","5805","1260","10254","2166","9133","1681","5233","1069","4278","1109","8294","1534","8616","1479","7674","1580","16622","2264","18348","2156","15668","1818","10711","1773","5579","1206","2259","925","140222","8515","4769","1366","7441","1638","8968","1743","6287","1455","3956","1147","8585","1771","9770","1908","7132","1343","22064","2369","21338","2077","15638","2070","13974","2087","7129","1792","3171","1051"
"310M400US47380","Waco, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US11700","Asheville, NC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US22180","Fayetteville, NC Metro Area","14384","2469","6937","1466","535","355","624","302","768","438","274","248","169","220","836","442","1415","432","779","352","990","520","396","350","104","164","0","210","47","78","0","210","7447","1319","413","315","574","470","721","531","261","261","136","202","1086","419","886","301","580","269","1544","679","505","370","453","302","239","291","0","210","49","84"
"310M400US23580","Gainesville, GA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25060","Gulfport-Biloxi-Pascagoula, MS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34060","Morgantown, WV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34780","Muskogee, OK Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41660","San Angelo, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US21060","Elizabethtown-Fort Knox, KY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32940","Meridian, MS Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35100","New Bern, NC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16300","Cedar Rapids, IA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US20700","East Stroudsburg, PA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US22580","Forest City, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26860","Indiana, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43780","South Bend-Mishawaka, IN-MI Metro Area","7318","1836","3500","1052","631","295","407","336","318","261","118","218","165","252","141","193","324","215","155","203","562","411","361","241","318","262","0","198","0","198","0","198","3818","1172","499","288","196","164","180","166","140","167","60","82","690","618","758","521","331","267","276","267","294","256","282","260","82","125","30","52","0","198"
"310M400US49340","Worcester, MA-CT Metro Area","30723","5138","15071","2890","1231","752","996","671","1499","695","480","387","425","429","1292","642","1263","633","2060","929","2623","878","1836","833","1100","561","205","205","61","104","0","198","15652","3098","892","557","1435","697","1689","882","1545","690","206","227","526","408","1323","645","1638","718","3331","1218","1351","600","1114","595","460","303","142","226","0","198"
"310M400US38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","65463","7744","35041","4083","2181","884","2689","928","3913","1198","1909","785","1086","657","4864","1435","4277","1158","3214","1282","4401","1107","4510","1162","1050","555","672","439","226","222","49","83","30422","4605","2782","954","2560","1145","2946","1121","1419","874","256","248","2988","1196","3288","948","2617","938","5705","1417","3243","1122","1557","640","691","463","143","162","227","187"
"310M400US13380","Bellingham, WA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US15940","Canton-Massillon, OH Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","27570","5781","14440","3415","832","488","1014","540","1896","1037","495","468","427","492","1470","1036","1324","765","1141","659","1785","570","1199","734","1842","891","817","391","198","278","0","229","13130","3168","664","495","688","518","298","355","1148","772","641","357","1109","736","539","384","1218","853","1988","775","1444","790","1452","600","920","461","726","468","295","333"
"310M400US32900","Merced, CA Metro Area","74161","6859","40195","4108","3985","994","3555","945","4205","1065","1817","862","1972","449","2756","929","4191","825","3336","783","4548","1125","4278","974","3084","669","1308","471","1051","433","109","200","33966","3533","2566","866","2505","905","3131","1087","2975","799","1616","646","2517","1002","3386","816","1999","634","4357","814","4587","823","2488","907","1502","496","337","323","0","211"
"310M400US28140","Kansas City, MO-KS Metro Area","52184","6255","27237","3596","3465","912","1885","699","3120","989","1064","516","1359","604","1645","715","1399","600","1916","674","4592","1002","3251","840","2284","752","899","382","315","285","43","82","24947","3323","2725","865","2218","863","2274","836","1598","548","1085","481","2201","686","1498","575","1578","657","3909","977","3321","956","1580","509","671","435","162","157","127","189"
"310M400US40060","Richmond, VA Metro Area","21098","4102","10434","2352","917","614","417","272","945","360","735","389","144","168","1488","924","729","417","707","558","2116","758","1081","545","651","466","504","350","0","206","0","206","10664","2438","645","415","795","514","1578","755","582","374","643","458","1089","574","1002","433","1293","708","1245","533","773","448","561","342","458","305","0","206","0","206"
"310M400US11640","Arecibo, PR Metro Area","22358","3046","11434","1928","433","323","222","229","709","501","327","241","362","218","883","348","1117","620","551","305","1221","509","1325","449","1956","680","1371","400","701","399","256","255","10924","1618","784","333","775","424","449","364","434","231","284","290","73","120","768","491","541","344","2358","633","1376","580","1175","410","1050","366","573","391","284","300"
"310M400US11780","Ashtabula, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US19460","Decatur, AL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27500","Janesville-Beloit, WI Metro Area","7946","1434","4575","948","596","452","296","230","400","256","45","79","437","357","433","302","173","195","444","396","526","413","841","477","230","223","154","221","0","151","0","151","3371","742","0","151","385","340","382","312","42","84","168","178","175","196","347","269","663","392","506","392","378","342","134","177","17","28","156","170","18","31"
"310M400US25020","Guayama, PR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44060","Spokane-Spokane Valley, WA Metro Area","10753","2994","4854","1425","380","366","0","204","545","488","111","126","350","346","653","435","741","386","791","545","650","376","247","191","176","248","182","257","28","50","0","204","5899","1845","489","357","335","391","632","539","219","281","165","157","799","444","729","449","440","276","987","598","355","299","141","219","608","683","0","204","0","204"
"310M400US30860","Logan, UT-ID Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US15540","Burlington-South Burlington, VT Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US19180","Danville, IL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US20500","Durham-Chapel Hill, NC Metro Area","16748","4610","8597","3034","303","297","890","550","1704","1274","88","138","648","657","486","366","414","327","463","320","1547","765","967","496","440","409","258","372","389","599","0","210","8151","2352","1039","613","869","562","236","211","356","524","180","187","852","542","487","546","427","353","1916","918","1184","962","227","224","378","501","0","210","0","210"
"310M400US27060","Ithaca, NY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27900","Joplin, MO Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29100","La Crosse-Onalaska, WI-MN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29820","Las Vegas-Henderson-Paradise, NV Metro Area","295018","13637","148021","7509","11238","1773","11731","1969","12215","2267","8209","1065","4917","965","12846","1480","14534","1918","12898","1670","24147","2069","19005","2013","11217","1731","3409","885","1035","642","620","339","146997","7679","8574","1474","13394","2035","14638","2293","7327","1423","4751","1155","12118","1865","11643","1700","14064","1941","21985","1800","19432","2227","11150","1593","5337","1033","1846","775","738","590"
"310M400US27620","Jefferson City, MO Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US15180","Brownsville-Harlingen, TX Metro Area","11441","3205","6622","2286","702","609","267","188","460","419","1306","1631","207","142","630","554","593","353","137","172","615","340","530","299","845","517","296","203","34","42","0","228","4819","1513","298","283","669","561","252","228","161","152","46","55","225","165","608","548","140","138","608","348","563","300","775","341","374","222","25","41","75","129"
"310M400US19740","Denver-Aurora-Lakewood, CO Metro Area","114531","10683","59005","6322","4138","1273","3217","1348","4831","1149","4217","1119","2375","688","5231","1603","5336","1192","4050","1076","10775","2085","6325","1317","5290","1208","2465","683","548","356","207","202","55526","5737","3637","1326","4625","1385","3472","1113","2669","963","1990","804","6674","1917","2997","953","4000","1245","9117","1627","7263","1589","5010","1130","2777","790","850","413","445","369"
"310M400US33140","Michigan City-La Porte, IN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US39060","Pottsville, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43100","Sheboygan, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44300","State College, PA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US47580","Warner Robins, GA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10740","Albuquerque, NM Metro Area","61182","8062","29697","4161","1477","755","1039","718","2498","934","2067","928","1382","820","2190","797","2773","1151","1446","873","3884","1268","4581","1519","3550","901","1626","592","986","786","198","201","31485","5055","1419","1141","2645","1321","2883","1211","1462","767","802","513","1747","869","2033","903","2541","952","4158","1085","3866","1148","4107","1054","1903","669","1103","519","816","513"
"310M400US27740","Johnson City, TN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US11260","Anchorage, AK Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US12620","Bangor, ME Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18180","Concord, NH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US22420","Flint, MI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25260","Hanford-Corcoran, CA Metro Area","30198","3816","18147","2280","1034","690","1027","675","1809","632","736","372","927","417","1466","622","2016","550","1398","601","2994","810","1695","506","1856","375","698","249","279","201","212","196","12051","2007","866","457","1120","607","966","546","410","274","264","235","1758","566","508","301","1063","532","1547","430","1466","517","1129","422","545","370","409","238","0","211"
"310M400US44340","Statesboro, GA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US49620","York-Hanover, PA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US11540","Appleton, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18140","Columbus, OH Metro Area","27262","4419","15064","3016","971","633","925","642","1549","722","763","439","866","499","1347","664","1214","785","1731","671","2982","990","1425","725","1106","535","50","87","135","203","0","195","12198","2005","648","365","1078","628","976","476","1133","465","543","363","1102","488","1203","599","1207","574","2195","787","1056","531","796","556","108","178","71","97","82","137"
"310M400US24860","Greenville-Anderson-Mauldin, SC Metro Area","22877","4259","12304","2443","1452","685","1434","800","1185","667","1128","488","166","176","727","367","1641","683","1052","425","1020","472","1452","631","567","377","322","323","158","203","0","214","10573","2158","400","365","841","625","1280","670","544","266","0","214","1228","596","767","336","511","443","2510","870","1480","573","439","263","415","260","158","176","0","214"
"310M400US31860","Mankato-North Mankato, MN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
